# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 01.01.2024 по 31.12.2024, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
#"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.12.2024 12:00";"0.4";"744.3";"758.3";"-1.3";"93";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Морось.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"13.0";"-0.6";"";"";"";"";"";"";
"30.12.2024 09:00";"0.1";"745.6";"759.7";"-1.1";"89";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.1";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"6.0";"-1.5";"0.1";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"6.0";
"30.12.2024 06:00";"0.5";"746.7";"760.8";"-0.4";"94";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.5";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"4.3";"-0.4";"0.1";"12";"";"";"";"";
"30.12.2024 03:00";"0.8";"747.1";"761.2";"-0.8";"92";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"20.0";"-0.3";"";"";"";"";"";"";
"30.12.2024 00:00";"0.8";"747.9";"762.0";"-1.3";"93";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"17.0";"-0.2";"";"";"";"";"";"";
"29.12.2024 21:00";"0.7";"749.2";"763.3";"-1.5";"93";"Ветер, дующий с юга";"1";"";"";"100%.";"Морось (незамерзающая) или снежные зерна неливневые. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"0.9";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"17.0";"-0.3";"Следы осадков";"12";"";"";"";"";
"29.12.2024 18:00";"0.7";"750.7";"764.8";"-0.9";"93";"Ветер, дующий с юга";"1";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"14.0";"-0.3";"Следы осадков";"12";"";"";"";"";
"29.12.2024 15:00";"0.7";"751.6";"765.7";"-1.5";"88";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"-1.1";"";"";"";"";"";"";
"29.12.2024 12:00";"0.7";"753.1";"767.2";"-0.5";"85";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"-1.6";"";"";"";"";"";"";
"29.12.2024 09:00";"-0.2";"753.6";"767.8";"-0.4";"90";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.4";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"-1.7";"Следы осадков";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"7.0";
"29.12.2024 06:00";"0.1";"754.0";"768.3";"-0.6";"95";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-0.3";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"-0.6";"Осадков нет";"12";"";"";"";"";
"29.12.2024 03:00";"0.2";"754.6";"768.8";"-0.5";"95";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"2.7";"-0.5";"";"";"";"";"";"";
"29.12.2024 00:00";"0.0";"755.1";"769.3";"-0.4";"94";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"19.0";"-0.9";"";"";"";"";"";"";
"28.12.2024 21:00";"-0.3";"755.5";"769.7";"0.0";"93";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"0.3";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"15.0";"-1.3";"Осадков нет";"12";"";"";"";"";
"28.12.2024 18:00";"-0.4";"755.5";"769.8";"-0.3";"93";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"17.0";"-1.4";"Осадков нет";"12";"";"";"";"";
"28.12.2024 15:00";"-0.4";"755.8";"770.2";"-0.6";"89";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"19.0";"-2.0";"";"";"";"";"";"";
"28.12.2024 12:00";"0.2";"756.4";"770.7";"-0.5";"89";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"12.0";"-1.5";"";"";"";"";"";"";
"28.12.2024 09:00";"-0.5";"756.9";"771.2";"-0.2";"92";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"-0.5";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"-1.7";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"9.0";
"28.12.2024 06:00";"-0.5";"757.1";"771.4";"-0.6";"90";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-0.5";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"12.0";"-1.9";"Осадков нет";"12";"";"";"";"";
"28.12.2024 03:00";"-0.4";"757.7";"772.0";"-0.5";"92";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"13.0";"-1.6";"";"";"";"";"";"";
"28.12.2024 00:00";"0.2";"758.2";"772.5";"-0.1";"90";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"20.0";"-1.2";"";"";"";"";"";"";
"27.12.2024 21:00";"0.8";"758.3";"772.6";"0.1";"88";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"1.9";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"-1.0";"0.1";"12";"";"";"";"";
"27.12.2024 18:00";"1.3";"758.2";"772.4";"0.4";"93";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"20.0";"0.3";"0.1";"12";"";"";"";"";
"27.12.2024 15:00";"1.8";"757.8";"772.0";"-0.1";"91";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"20.0";"0.5";"";"";"";"";"";"";
"27.12.2024 12:00";"1.7";"757.9";"772.2";"0.4";"92";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"20.0";"0.5";"";"";"";"";"";"";
"27.12.2024 09:00";"1.0";"757.5";"771.7";"0.2";"97";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дымка. ";"Дождь.";"Морось.";"0.3";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"6.0";"0.5";"0.2";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"10.0";
"27.12.2024 06:00";"0.7";"757.3";"771.4";"-0.3";"95";"Штиль, безветрие";"0";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Дождь.";"Морось.";"0.3";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"6.0";"0.0";"0.2";"12";"";"";"";"";
"27.12.2024 03:00";"0.5";"757.6";"771.8";"-0.5";"96";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"8.0";"-0.1";"";"";"";"";"";"";
"27.12.2024 00:00";"0.4";"758.1";"772.3";"-0.1";"96";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"";"";"4.0";"-0.2";"";"";"";"";"";"";
"26.12.2024 21:00";"0.4";"758.2";"772.4";"-0.6";"93";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"0.7";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"14.0";"-0.6";"Осадков нет";"12";"";"";"";"";
"26.12.2024 18:00";"0.5";"758.8";"773.1";"-0.3";"91";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"20.0";"-0.8";"Осадков нет";"12";"";"";"";"";
"26.12.2024 15:00";"0.5";"759.1";"773.4";"-0.6";"90";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"18.0";"-0.9";"";"";"";"";"";"";
"26.12.2024 12:00";"0.7";"759.7";"773.9";"0.3";"89";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"17.0";"-0.9";"";"";"";"";"";"";
"26.12.2024 09:00";"-0.1";"759.4";"773.7";"0.4";"91";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.7";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"12.0";"-1.4";"Следы осадков";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"11.0";
"26.12.2024 06:00";"0.0";"759.0";"773.3";"-0.1";"88";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.7";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"12.0";"-1.7";"Следы осадков";"12";"";"";"";"";
"26.12.2024 03:00";"-0.2";"759.1";"773.4";"0.1";"88";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"20.0";"-1.9";"";"";"";"";"";"";
"26.12.2024 00:00";"-0.5";"759.0";"773.3";"-0.3";"87";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"-2.5";"";"";"";"";"";"";
"25.12.2024 21:00";"-0.6";"759.3";"773.7";"0.3";"87";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"0.1";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"-2.5";"Осадков нет";"12";"";"";"";"";
"25.12.2024 18:00";"-0.2";"759.0";"773.3";"0.5";"87";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"20.0";"-2.1";"0.4";"12";"";"";"";"";
"25.12.2024 15:00";"0.1";"758.5";"772.8";"0.3";"88";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"-1.7";"";"";"";"";"";"";
"25.12.2024 12:00";"-0.7";"758.2";"772.6";"1.2";"89";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"18.0";"-2.3";"";"";"";"";"";"";
"25.12.2024 09:00";"-1.5";"757.0";"771.3";"1.1";"91";"Штиль, безветрие";"0";"";"";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-1.6";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"15.0";"-2.8";"0.9";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"11.0";
"25.12.2024 06:00";"-1.3";"755.9";"770.2";"0.4";"92";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-1.3";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"60%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.8";"-2.5";"0.6";"12";"";"";"";"";
"25.12.2024 03:00";"0.0";"755.5";"769.7";"1.1";"89";"Ветер, дующий с запада";"1";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"50%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"8.0";"-1.6";"";"";"";"";"";"";
"25.12.2024 00:00";"1.0";"754.4";"768.6";"0.8";"94";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"6.0";"0.1";"";"";"";"";"";"";
"24.12.2024 21:00";"1.3";"753.6";"767.7";"0.5";"95";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"1.7";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"3.1";"0.6";"Следы осадков";"12";"";"";"";"";
"24.12.2024 18:00";"1.1";"753.1";"767.2";"1.2";"94";"Штиль, безветрие";"0";"";"";"100%.";"Морось незамерзающая с перерывами слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.4";"0.2";"Следы осадков";"12";"";"";"";"";
"24.12.2024 15:00";"1.6";"751.9";"766.0";"0.6";"92";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"5.0";"0.4";"";"";"";"";"";"";
"24.12.2024 12:00";"1.4";"751.3";"765.3";"0.6";"93";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"5.0";"0.4";"";"";"";"";"";"";
"24.12.2024 09:00";"0.7";"750.7";"764.8";"1.0";"96";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.6";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"4.8";"0.1";"0.2";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"11.0";
"24.12.2024 06:00";"0.4";"749.7";"763.8";"0.4";"96";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.6";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"50-100";"";"";"2.7";"-0.1";"0.2";"12";"";"";"";"";
